ID number,Surname,Faculty,Origin,Discussion viewed,Course module viewed,Quiz attempt submitted,Quiz attempt viewed,Quiz attempt summary viewed,Grade user report viewed,Quiz attempt started,Grade overview report viewed,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,Total Events,Label_Semester,Label_Final,Label_Total
HSS129_157,HSS129_Masked_157,Applied Medical Sciences,"web, ws",6,96,13,18,16,2,13,0,2,13,11,8,0,0,21,0,6,36,19,22,19,2,1,4,0,164,50,50,100
HSS129_158,HSS129_Masked_158,Pharmacy,web,2,109,12,14,14,1,12,0,0,3,8,8,0,1,22,0,14,29,22,24,28,1,0,4,0,164,50,48,98
HSS129_159,HSS129_Masked_159,Engineering,web,1,31,11,15,12,13,11,0,0,0,9,9,0,0,9,0,9,14,15,19,9,0,1,0,0,94,49,44,93
HSS129_160,HSS129_Masked_160,Pharmacy,web,0,26,12,12,12,7,12,0,0,5,9,6,0,0,7,0,6,14,15,11,6,1,0,1,0,81,49,46,95
HSS129_161,HSS129_Masked_161,Computer Information Technology,web,1,43,7,10,9,12,7,1,0,0,7,0,0,0,15,3,8,19,5,16,5,2,7,3,0,90,44,10,54
HSS129_162,HSS129_Masked_162,Computer Information Technology,web,1,61,8,8,8,17,8,0,0,1,11,3,0,1,8,0,7,17,9,12,15,0,16,11,0,111,48,50,98
HSS129_163,HSS129_Masked_163,Engineering,"web, ws",3,30,9,9,7,2,10,0,0,0,6,4,0,0,14,0,0,12,14,9,7,3,1,0,0,70,47,48,95
HSS129_164,HSS129_Masked_164,Applied Medical Sciences,web,2,49,9,10,10,2,9,0,0,0,8,0,0,0,6,0,0,25,23,15,7,3,0,4,0,91,41,48,89
HSS129_165,HSS129_Masked_165,Engineering,web,6,46,10,10,10,2,10,0,0,0,13,8,0,0,7,2,6,17,13,15,11,0,1,0,1,94,50,48,98
HSS129_166,HSS129_Masked_166,Pharmacy,web,6,72,9,10,10,0,9,0,0,8,15,1,0,4,8,0,0,21,16,8,23,1,4,6,1,116,42,48,90
HSS129_167,HSS129_Masked_167,Nurse,web,2,111,11,12,12,3,11,0,1,5,8,0,0,0,7,0,12,21,33,21,50,1,1,2,0,162,50,50,100
HSS129_168,HSS129_Masked_168,Computer Information Technology,web,2,29,9,10,9,26,9,0,0,0,9,6,0,1,7,1,1,19,16,18,8,3,0,4,1,94,45,48,93
HSS129_169,HSS129_Masked_169,Computer Information Technology,ws,1,71,11,16,12,11,11,0,0,1,15,7,1,0,9,1,8,26,25,18,10,1,1,10,0,133,50,50,100
HSS129_170,HSS129_Masked_170,Engineering,"web, ws",5,109,10,21,23,11,10,0,2,8,16,14,0,0,15,1,1,44,29,31,4,2,5,17,0,189,44,44,88
HSS129_171,HSS129_Masked_171,Pharmacy,"web, ws",2,188,13,15,14,3,13,0,0,17,13,17,2,1,30,1,13,34,50,36,26,2,3,3,0,248,50,48,98
HSS129_172,HSS129_Masked_172,Applied Medical Sciences,web,5,90,11,11,11,4,11,0,0,14,15,8,0,17,1,0,9,24,24,19,9,0,0,3,0,143,49,48,97
HSS129_173,HSS129_Masked_173,Computer Information Technology,"web, ws",3,70,12,15,11,16,12,1,0,13,7,10,1,0,12,3,8,17,25,18,11,1,0,14,0,140,50,46,96
HSS129_174,HSS129_Masked_174,Science and Arts,web,2,81,12,15,12,10,12,1,1,9,11,8,1,0,16,0,11,20,27,19,10,1,2,5,4,145,50,48,98
HSS129_175,HSS129_Masked_175,Agriculture,web,4,75,14,25,14,8,14,0,0,12,7,7,1,1,17,0,8,16,16,23,17,3,2,24,0,154,49,36,85
HSS129_176,HSS129_Masked_176,Applied Medical Sciences,web,2,98,11,11,11,4,11,0,0,0,7,6,0,0,7,0,10,46,21,21,28,0,0,2,0,148,50,48,98
HSS129_177,HSS129_Masked_177,Pharmacy,"web, ws",2,36,9,22,9,0,9,0,0,0,7,6,0,0,0,0,0,19,6,14,7,2,6,20,0,87,42,30,72
HSS129_178,HSS129_Masked_178,Applied Medical Sciences,"web, ws",3,66,11,13,13,11,11,0,0,14,9,12,0,0,15,0,6,17,16,22,11,2,3,0,1,128,50,46,96
HSS129_179,HSS129_Masked_179,Pharmacy,web,0,34,9,12,12,3,11,0,0,6,7,2,0,0,14,0,7,15,13,12,2,1,0,2,0,81,46,46,92
HSS129_180,HSS129_Masked_180,Veterinary Medicine,web,4,51,10,11,10,0,11,0,0,0,6,13,0,3,8,0,8,17,13,14,10,2,1,1,1,97,49,46,95
HSS129_181,HSS129_Masked_181,Engineering,"web, ws",5,116,12,18,18,5,12,0,1,12,11,11,10,2,8,0,11,36,24,32,23,2,2,1,0,186,50,50,100
HSS129_182,HSS129_Masked_182,Nurse,web,0,26,8,14,15,0,11,0,0,0,12,6,0,0,7,0,7,13,12,11,6,0,0,0,0,74,50,46,96
HSS129_183,HSS129_Masked_183,Veterinary Medicine,web,3,83,12,19,17,8,12,0,0,10,8,8,0,1,19,0,8,28,27,20,15,5,0,5,0,154,50,50,100
HSS129_184,HSS129_Masked_184,Engineering,"web, ws",3,104,12,28,14,0,12,0,0,9,14,15,0,0,8,4,7,16,22,28,21,1,0,28,0,173,50,36,86
HSS129_185,HSS129_Masked_185,Veterinary Medicine,"web, ws",2,65,10,13,12,6,10,0,0,2,12,10,0,0,9,0,9,23,22,15,11,0,1,2,2,118,49,36,85
HSS129_186,HSS129_Masked_186,Engineering,web,0,36,12,17,17,31,12,0,0,10,8,11,0,0,14,0,1,18,25,16,14,2,3,3,0,125,50,48,98
HSS129_187,HSS129_Masked_187,Computer Information Technology,"web, ws",5,45,10,16,16,7,10,0,0,10,10,0,0,2,10,0,6,7,19,24,11,5,1,4,0,109,50,48,98
HSS129_188,HSS129_Masked_188,Pharmacy,web,2,78,12,15,14,5,12,0,3,9,11,7,0,1,13,0,8,19,21,23,16,5,2,0,0,138,50,46,96
HSS129_189,HSS129_Masked_189,Engineering,"web, ws",2,49,12,17,14,3,12,0,0,6,15,7,0,0,7,0,6,17,19,19,9,1,0,3,0,109,50,46,96
HSS129_190,HSS129_Masked_190,Pharmacy,web,10,83,10,14,14,1,10,0,0,0,8,2,0,0,20,0,7,32,19,13,37,1,1,2,0,142,48,48,96
HSS129_191,HSS129_Masked_191,Pharmacy,"web, ws",3,70,10,11,11,1,10,1,0,0,14,7,0,0,15,0,7,17,25,24,3,4,1,0,0,117,48,42,90
HSS129_192,HSS129_Masked_192,Science and Arts,web,2,56,12,13,11,3,12,0,0,0,11,7,1,0,15,0,7,18,19,15,13,1,2,0,0,109,50,40,90
HSS129_193,HSS129_Masked_193,Engineering,"web, ws",4,88,9,16,14,7,9,1,0,8,8,2,1,0,21,0,7,31,26,26,5,4,4,5,0,148,41,46,87
HSS129_194,HSS129_Masked_194,Nurse,"web, ws",2,80,13,15,16,0,13,0,1,8,7,8,0,2,18,0,15,25,20,18,9,1,4,3,0,139,49,48,97
HSS129_195,HSS129_Masked_195,Applied Medical Sciences,"web, ws",2,42,11,13,13,7,11,0,0,0,6,9,0,0,8,0,13,19,20,14,7,1,1,1,0,99,50,48,98
HSS129_196,HSS129_Masked_196,Applied Medical Sciences,"web, ws",0,59,12,14,14,1,12,0,0,0,19,18,0,0,12,0,5,19,19,15,5,0,0,0,0,112,50,46,96
HSS129_197,HSS129_Masked_197,Applied Medical Sciences,"web, ws",13,164,13,19,19,6,13,0,4,18,14,11,2,1,16,7,7,47,21,30,18,3,43,4,1,247,50,32,82
HSS129_198,HSS129_Masked_198,Engineering,web,0,46,11,11,10,0,11,0,0,0,10,7,0,1,8,0,6,17,14,20,6,0,0,0,0,89,50,46,96
HSS129_199,HSS129_Masked_199,Applied Medical Sciences,"web, ws",2,49,11,11,11,3,11,0,0,0,7,11,0,0,6,0,6,22,20,15,8,0,2,1,0,98,50,48,98
HSS129_200,HSS129_Masked_200,Architecture and Design,"web, ws",0,61,9,10,10,2,9,0,0,0,9,0,0,0,10,0,9,23,21,14,15,0,0,0,0,101,48,44,92
HSS129_201,HSS129_Masked_201,Medicine,web,6,114,12,20,20,12,12,1,0,11,17,1,0,0,20,0,14,38,37,26,10,3,3,17,0,197,50,50,100
HSS129_202,HSS129_Masked_202,Engineering,ws,1,49,9,10,10,0,9,0,0,3,9,0,0,0,10,1,8,18,17,17,1,1,1,2,0,88,45,38,83
HSS129_203,HSS129_Masked_203,Nurse,"web, ws",2,150,12,13,12,2,12,0,0,6,10,10,2,0,17,1,7,31,38,31,12,2,2,34,0,203,50,48,98
HSS129_204,HSS129_Masked_204,Pharmacy,"web, ws",1,40,11,15,14,1,13,0,0,4,9,4,0,0,15,0,6,14,14,17,11,0,1,0,0,95,50,40,90
HSS129_205,HSS129_Masked_205,Nurse,"web, ws",6,91,11,12,12,0,11,0,0,6,10,8,0,4,12,0,7,21,27,23,11,5,2,7,0,143,50,46,96
HSS129_206,HSS129_Masked_206,Engineering,web,2,54,12,14,14,18,12,0,0,7,7,10,2,0,8,1,9,24,19,29,10,0,0,0,0,126,50,48,98
HSS129_207,HSS129_Masked_207,Agriculture,"web, ws",4,97,13,15,15,4,13,0,0,18,8,9,0,0,19,1,7,27,20,18,25,2,4,3,0,161,50,48,98
HSS129_208,HSS129_Masked_208,Science and Arts,"web, ws",3,26,10,14,14,20,10,0,0,3,10,8,0,0,7,0,13,18,13,11,7,2,4,1,0,97,50,28,78
HSS129_209,HSS129_Masked_209,Applied Medical Sciences,"web, ws",2,68,12,15,13,2,12,0,0,0,5,6,1,6,14,0,6,30,21,21,7,2,4,1,0,124,50,42,92
HSS129_210,HSS129_Masked_210,Applied Medical Sciences,"web, ws",1,50,11,15,15,3,11,0,0,0,7,9,0,0,8,0,6,21,15,18,10,1,3,8,0,106,50,48,98
HSS129_211,HSS129_Masked_211,Applied Medical Sciences,"web, ws",3,33,11,13,13,0,11,0,0,8,8,6,0,0,7,0,6,16,12,15,0,0,3,3,0,84,47,48,95
HSS129_212,HSS129_Masked_212,Nurse,web,1,80,11,11,11,4,11,0,0,0,8,8,0,0,7,0,8,19,19,15,43,0,2,0,0,129,50,50,100
HSS129_213,HSS129_Masked_213,Pharmacy,"web, ws",2,50,10,10,9,0,10,0,0,0,7,0,0,0,12,0,6,16,21,16,9,1,2,1,0,91,50,48,98
HSS129_214,HSS129_Masked_214,Agriculture,ws,4,137,4,14,12,0,8,0,1,19,1,10,0,1,0,0,0,12,27,22,21,0,39,24,2,179,26,36,62
HSS129_215,HSS129_Masked_215,Nurse,"web, ws",3,106,12,12,12,2,12,0,1,10,9,8,0,1,26,5,9,28,20,15,9,9,4,5,0,159,50,50,100
HSS129_216,HSS129_Masked_216,Engineering,web,2,67,11,13,11,6,11,0,0,7,12,10,0,0,11,0,2,19,20,21,11,3,0,5,0,121,50,48,98
HSS129_217,HSS129_Masked_217,Applied Medical Sciences,web,2,41,11,13,11,1,11,0,0,6,9,0,0,0,8,0,7,15,12,16,6,1,0,10,0,90,49,48,97
HSS129_218,HSS129_Masked_218,Dentistry,web,6,88,10,10,9,0,10,0,0,2,8,10,0,0,7,3,11,17,14,22,22,1,2,13,1,133,48,50,98
HSS129_219,HSS129_Masked_219,Science and Arts,web,5,78,9,11,11,1,9,0,0,5,12,1,3,0,13,3,8,16,18,15,17,2,5,4,2,124,48,36,84
HSS129_220,HSS129_Masked_220,Engineering,"web, ws",28,161,11,15,13,12,11,1,5,24,23,9,8,16,17,2,17,29,21,28,29,10,11,2,1,252,48,44,92
HSS129_221,HSS129_Masked_221,Science and Arts,"web, ws",4,162,12,20,20,28,12,0,2,15,21,7,7,5,14,0,11,63,28,21,17,1,5,41,0,258,50,46,96
HSS129_222,HSS129_Masked_222,Architecture and Design,web,1,94,7,7,7,5,7,0,0,0,1,1,0,0,9,0,10,41,18,28,19,0,0,1,0,128,40,46,86
HSS129_223,HSS129_Masked_223,Applied Medical Sciences,web,2,237,11,13,11,2,11,0,3,24,6,8,0,6,31,1,13,45,43,34,60,2,3,8,0,287,47,36,83
HSS129_224,HSS129_Masked_224,Engineering,"web, ws",3,74,12,13,12,9,12,0,0,6,10,8,0,0,11,2,9,21,18,23,11,3,4,9,0,135,47,48,95
HSS129_225,HSS129_Masked_225,Engineering,"web, ws",5,101,13,21,13,2,13,0,0,8,17,9,1,2,11,0,9,18,26,23,13,1,5,25,0,168,50,38,88
HSS129_226,HSS129_Masked_226,Nurse,web,3,104,12,15,15,0,12,0,1,0,14,9,8,0,15,0,7,18,41,17,14,1,7,9,0,161,50,48,98
HSS129_227,HSS129_Masked_227,Nurse,"web, ws",0,54,10,11,9,4,10,0,0,0,10,0,0,0,5,0,8,16,17,15,23,1,0,3,0,98,50,46,96
HSS129_228,HSS129_Masked_228,Computer Information Technology,web,1,44,12,15,14,2,12,0,0,0,6,8,0,0,12,0,5,16,17,18,9,1,5,3,0,100,50,38,88
HSS129_229,HSS129_Masked_229,Engineering,"web, ws",1,51,13,54,21,6,13,0,0,0,7,7,0,0,20,1,6,21,13,14,19,1,0,50,0,159,50,36,86
HSS129_230,HSS129_Masked_230,Applied Medical Sciences,"web, ws",8,66,13,16,16,1,13,0,0,5,9,15,0,1,17,0,7,18,19,20,19,1,1,1,0,133,50,40,90
HSS129_231,HSS129_Masked_231,Computer Information Technology,web,2,36,13,13,12,10,13,0,0,6,9,6,0,0,14,0,7,19,14,14,7,1,0,2,0,99,50,44,94
HSS129_232,HSS129_Masked_232,Applied Medical Sciences,web,2,72,9,10,9,3,9,0,0,0,8,6,0,1,6,9,2,12,20,22,26,1,0,1,0,114,48,48,96
HSS129_233,HSS129_Masked_233,Nurse,web,0,59,11,15,15,2,11,0,0,0,9,7,0,0,9,1,6,21,22,21,15,1,0,1,0,113,50,48,98
HSS129_234,HSS129_Masked_234,Applied Medical Sciences,web,2,115,12,13,12,11,12,0,0,6,8,9,0,0,9,0,10,40,21,28,37,1,0,7,1,177,50,48,98
HSS129_235,HSS129_Masked_235,Medicine,web,1,56,12,16,13,0,12,0,0,6,7,10,0,0,15,0,9,22,6,17,17,1,0,0,0,110,50,46,96
HSS129_236,HSS129_Masked_236,Science and Arts,web,8,174,12,12,11,16,12,0,0,9,21,13,1,0,30,1,17,29,27,28,23,8,5,33,0,245,49,42,91
HSS129_237,HSS129_Masked_237,Veterinary Medicine,web,2,85,11,14,13,4,12,0,1,8,9,7,0,0,13,0,6,17,25,19,29,1,0,3,3,141,50,48,98
HSS129_238,HSS129_Masked_238,Engineering,web,0,118,10,16,15,6,10,0,0,0,8,12,0,0,14,0,5,28,38,21,46,1,0,2,0,175,48,48,96
HSS129_239,HSS129_Masked_239,Pharmacy,"web, ws",10,173,12,15,13,1,12,0,13,19,15,14,2,17,39,1,25,21,14,13,6,13,7,17,0,236,49,46,95
HSS129_240,HSS129_Masked_240,Computer Information Technology,web,3,98,11,11,11,1,11,0,0,0,0,11,0,0,30,1,17,25,14,26,14,1,1,6,0,146,50,46,96
HSS129_241,HSS129_Masked_241,Applied Medical Sciences,"web, ws",1,26,10,9,9,3,10,0,0,0,6,6,0,1,5,0,0,15,11,13,6,1,0,4,0,68,50,48,98
HSS129_242,HSS129_Masked_242,Applied Medical Sciences,"web, ws",0,71,11,13,11,0,11,0,4,6,11,8,0,0,7,0,0,20,20,28,11,0,0,2,0,117,50,46,96
HSS129_243,HSS129_Masked_243,Agriculture,web,0,58,13,13,13,3,13,0,0,9,7,7,0,1,15,0,6,19,19,18,9,0,0,3,0,113,50,48,98
HSS129_244,HSS129_Masked_244,Science and Arts,web,5,83,12,18,16,5,12,0,0,11,7,6,1,0,22,0,8,32,26,16,18,3,0,1,0,151,50,40,90
HSS129_245,HSS129_Masked_245,Applied Medical Sciences,"web, ws",11,106,8,8,8,0,8,0,0,0,0,0,14,5,7,1,13,24,24,18,13,3,3,21,3,149,40,48,88
HSS129_246,HSS129_Masked_246,Pharmacy,web,3,95,12,15,15,21,12,0,1,4,21,9,0,10,29,1,9,19,25,24,12,2,3,4,0,173,49,48,97
HSS129_247,HSS129_Masked_247,Applied Medical Sciences,web,1,33,6,6,5,11,6,2,0,0,6,2,0,0,7,0,0,17,5,16,10,7,0,0,0,70,38,40,78
HSS129_248,HSS129_Masked_248,Engineering,"web, ws",2,109,12,16,16,7,12,0,0,14,7,12,0,1,33,1,13,26,32,15,14,2,0,4,0,174,50,48,98
HSS129_249,HSS129_Masked_249,Pharmacy,"web, ws",0,34,13,13,13,0,13,0,0,5,5,5,0,0,12,0,5,14,12,12,16,0,0,0,0,86,50,46,96
HSS129_250,HSS129_Masked_250,Nurse,"web, ws",0,100,11,24,22,1,11,0,0,0,13,7,0,1,25,0,9,19,31,25,36,0,2,1,0,169,50,50,100
HSS129_251,HSS129_Masked_251,Agriculture,web,3,53,10,13,11,4,10,0,0,7,8,0,0,0,8,0,0,20,16,23,10,2,4,6,0,104,43,46,89
HSS129_252,HSS129_Masked_252,Veterinary Medicine,web,1,47,11,15,13,1,11,0,0,0,9,7,0,0,14,0,7,17,15,14,8,1,4,3,0,99,50,48,98
HSS129_253,HSS129_Masked_253,Architecture and Design,web,2,34,9,9,9,5,9,0,0,0,0,9,0,0,10,0,1,20,12,12,9,1,0,1,2,77,45,46,91
HSS129_254,HSS129_Masked_254,Science and Arts,"web, ws",0,49,11,16,12,2,11,0,0,0,0,7,0,0,26,0,10,20,14,14,8,0,0,2,0,101,50,18,68
HSS129_255,HSS129_Masked_255,Agriculture,ws,2,68,11,11,11,0,11,0,0,0,7,6,0,0,6,0,12,29,17,18,10,1,5,3,0,114,50,44,94
HSS129_256,HSS129_Masked_256,Medicine,web,2,40,9,11,11,1,11,0,0,8,9,4,0,0,5,0,6,16,17,17,2,0,0,1,0,85,50,48,98
HSS129_257,HSS129_Masked_257,Engineering,"web, ws",2,58,11,15,15,3,11,0,0,0,8,6,0,0,14,0,12,15,18,16,12,1,3,10,0,115,50,48,98
HSS129_258,HSS129_Masked_258,Nurse,web,3,69,13,17,13,4,13,0,1,6,9,12,0,0,17,0,7,18,18,21,10,1,5,7,0,132,50,46,96
HSS129_259,HSS129_Masked_259,Nurse,web,2,66,10,12,10,0,10,0,0,0,8,1,0,0,1,0,8,15,18,19,25,1,0,14,0,110,45,34,79
HSS129_260,HSS129_Masked_260,Agriculture,web,2,52,11,11,11,2,11,0,0,0,7,8,1,0,9,0,7,18,19,17,12,1,0,1,0,100,45,44,89
HSS129_261,HSS129_Masked_261,Veterinary Medicine,"web, ws",5,75,11,12,11,2,11,0,0,1,9,8,0,0,11,0,8,17,27,16,17,2,0,8,3,127,50,44,94
HSS129_262,HSS129_Masked_262,Applied Medical Sciences,"web, ws",3,90,11,13,12,0,11,0,0,0,8,10,0,0,11,0,8,16,25,18,7,6,16,14,1,140,50,46,96
HSS129_263,HSS129_Masked_263,Science and Arts,web,2,89,12,13,13,2,12,0,0,10,7,10,0,1,23,1,13,21,17,20,14,1,2,2,1,143,50,48,98
HSS129_264,HSS129_Masked_264,Pharmacy,web,3,48,10,18,16,0,10,0,0,0,7,6,0,0,7,0,18,21,9,16,17,4,0,0,0,105,49,46,95
HSS129_265,HSS129_Masked_265,Nurse,"web, ws",3,243,12,12,12,3,12,0,0,22,20,13,3,17,27,8,19,52,30,32,21,2,20,11,0,297,43,20,63
HSS129_266,HSS129_Masked_266,Veterinary Medicine,"web, ws",1,33,10,10,10,3,10,0,0,0,0,7,1,0,7,0,6,14,12,16,10,1,0,3,0,77,50,6,56
HSS129_267,HSS129_Masked_267,Engineering,"web, ws",7,53,11,11,11,3,11,0,0,0,19,6,0,2,10,0,6,19,16,16,7,4,0,2,0,107,50,48,98
HSS129_268,HSS129_Masked_268,Architecture and Design,web,4,68,12,16,13,2,12,0,0,12,14,9,0,0,9,0,9,21,24,18,8,0,1,2,0,127,50,48,98
HSS129_269,HSS129_Masked_269,Computer Information Technology,web,1,95,9,13,12,0,9,0,0,0,2,8,0,1,17,0,0,24,28,30,26,0,2,1,0,139,45,34,79
HSS129_270,HSS129_Masked_270,Applied Medical Sciences,web,2,59,11,11,8,6,11,1,1,9,5,6,1,3,8,0,6,14,15,21,14,1,3,2,0,109,50,50,100
HSS129_271,HSS129_Masked_271,Applied Medical Sciences,"web, ws",10,80,12,12,11,0,12,0,1,13,13,7,2,1,8,0,8,27,18,17,12,2,3,5,0,137,50,40,90
HSS129_272,HSS129_Masked_272,Veterinary Medicine,"web, ws",5,59,10,12,10,0,10,0,0,1,8,8,0,0,8,0,8,12,31,14,13,2,0,1,0,106,50,48,98
HSS129_273,HSS129_Masked_273,Applied Medical Sciences,web,1,51,11,13,13,3,11,0,0,6,10,0,0,0,10,0,8,15,15,16,19,2,0,2,0,103,50,48,98
HSS129_274,HSS129_Masked_274,Medicine,web,5,76,11,13,13,2,11,0,1,8,1,16,2,0,18,1,6,19,16,26,9,1,4,2,1,131,49,48,97
HSS129_275,HSS129_Masked_275,Pharmacy,"web, ws",1,54,11,13,14,0,11,0,0,0,12,7,0,0,7,0,9,23,15,20,9,1,1,0,0,104,50,46,96
HSS129_276,HSS129_Masked_276,Engineering,"web, ws",3,120,12,15,13,3,12,0,0,10,9,9,0,4,9,0,8,28,40,30,25,1,4,1,0,178,50,50,100
HSS129_277,HSS129_Masked_277,Pharmacy,"web, ws",3,112,12,14,12,1,12,0,0,8,7,12,0,1,22,1,8,26,29,26,21,2,0,3,0,166,50,48,98
HSS129_278,HSS129_Masked_278,Applied Medical Sciences,"web, ws",3,22,7,10,9,18,9,0,0,0,2,4,0,0,5,0,0,17,13,21,12,2,1,0,1,78,45,46,91
HSS129_279,HSS129_Masked_279,Nurse,"web, ws",3,37,9,15,14,0,9,0,0,0,7,3,0,0,13,0,11,9,16,17,6,0,2,3,0,87,49,30,79
HSS129_280,HSS129_Masked_280,Science and Arts,"web, ws",12,149,11,11,11,5,11,0,0,1,11,21,1,2,22,0,8,26,35,23,23,9,24,4,0,210,50,48,98
HSS129_281,HSS129_Masked_281,Science and Arts,web,3,49,11,12,12,24,11,0,0,6,15,7,0,2,11,0,10,18,14,17,9,2,6,5,0,122,48,46,94
HSS129_282,HSS129_Masked_282,Computer Information Technology,"web, ws",1,42,10,12,11,14,10,0,0,0,13,8,0,0,16,0,10,19,15,16,3,0,0,0,0,100,50,42,92
HSS129_283,HSS129_Masked_283,Agriculture,web,4,61,11,11,11,0,11,0,0,0,7,6,0,0,13,0,8,15,17,18,16,1,3,5,0,109,50,46,96
HSS129_284,HSS129_Masked_284,Pharmacy,web,1,51,13,14,13,0,13,0,0,6,7,8,0,0,16,0,7,15,17,15,9,2,0,3,0,105,50,48,98
HSS129_285,HSS129_Masked_285,Pharmacy,"web, ws",2,66,13,13,13,2,13,0,0,5,7,7,0,0,18,0,7,20,16,15,15,1,1,10,0,122,50,48,98
HSS129_286,HSS129_Masked_286,Applied Medical Sciences,"web, ws",2,90,10,11,10,1,10,0,0,0,8,1,0,0,10,0,8,21,26,22,34,0,1,3,0,134,50,48,98
HSS129_287,HSS129_Masked_287,Applied Medical Sciences,web,9,133,9,13,7,3,10,0,0,25,23,21,3,1,6,0,1,22,32,18,10,14,8,0,0,184,39,46,85
HSS129_288,HSS129_Masked_288,Applied Medical Sciences,web,11,84,12,14,14,1,12,0,4,15,12,21,0,0,11,3,5,21,20,13,14,7,0,2,0,148,50,46,96
HSS129_289,HSS129_Masked_289,Science and Arts,"web, ws",0,45,8,16,10,1,11,0,0,1,10,6,0,0,9,0,12,20,13,14,5,0,0,1,0,91,49,48,97
HSS129_290,HSS129_Masked_290,Veterinary Medicine,"web, ws",1,66,12,21,13,14,12,0,2,6,10,10,0,6,16,1,6,19,20,18,23,0,1,1,0,139,50,48,98
HSS129_291,HSS129_Masked_291,Science and Arts,web,5,42,11,12,12,2,11,0,0,8,0,8,0,0,10,0,7,15,17,15,10,0,0,4,1,95,50,34,84
HSS129_292,HSS129_Masked_292,Computer Information Technology,web,6,130,12,13,11,51,12,0,2,18,15,12,1,0,17,1,11,40,39,45,22,7,2,3,0,235,49,48,97
HSS129_293,HSS129_Masked_293,Science and Arts,web,6,103,12,14,13,2,12,0,2,11,6,10,0,0,14,3,10,26,38,20,10,2,5,4,1,162,49,46,95
HSS129_294,HSS129_Masked_294,Computer Information Technology,web,4,70,13,13,13,30,13,0,0,7,7,12,0,2,17,4,8,28,20,22,12,2,4,11,0,156,50,46,96
HSS129_295,HSS129_Masked_295,Science and Arts,ws,6,55,9,9,8,3,9,0,0,0,7,8,0,0,0,0,0,26,20,17,13,1,4,3,0,99,45,48,93
HSS129_296,HSS129_Masked_296,Agriculture,"web, ws",3,111,10,11,8,0,10,0,0,12,21,8,0,0,0,2,11,23,45,27,0,3,0,1,0,153,40,46,86
HSS129_297,HSS129_Masked_297,Applied Medical Sciences,web,2,88,9,12,10,4,9,0,0,0,1,14,4,1,11,0,7,25,33,20,15,2,0,1,0,134,50,48,98
HSS129_298,HSS129_Masked_298,Medicine,web,1,55,11,11,11,0,11,0,1,0,7,7,0,0,6,0,8,27,22,15,6,0,0,0,1,100,50,48,98
HSS129_299,HSS129_Masked_299,Veterinary Medicine,"web, ws",11,174,12,14,13,23,12,0,0,10,15,21,5,3,13,1,10,31,37,42,22,1,5,42,1,259,50,48,98
HSS129_300,HSS129_Masked_300,Engineering,"web, ws",0,46,7,9,10,0,8,0,2,18,10,7,0,0,0,0,0,17,7,18,1,0,0,0,0,80,39,40,79
HSS129_301,HSS129_Masked_301,Pharmacy,web,2,83,12,14,13,1,12,0,3,7,19,11,0,0,11,0,8,26,22,17,11,0,1,1,0,137,50,50,100
HSS129_302,HSS129_Masked_302,Engineering,web,5,63,12,16,15,1,12,0,3,14,10,9,0,0,6,0,13,21,18,18,8,1,2,0,1,124,48,26,74
HSS129_303,HSS129_Masked_303,Engineering,web,1,49,12,19,17,42,12,0,0,13,12,10,0,0,9,0,8,34,29,21,10,2,0,4,0,152,50,48,98
HSS129_304,HSS129_Masked_304,Veterinary Medicine,"web, ws",2,41,12,12,12,2,12,0,0,7,6,7,0,0,7,0,8,14,15,17,11,0,0,1,0,93,50,48,98
HSS129_305,HSS129_Masked_305,Computer Information Technology,"web, ws",2,76,10,10,10,1,10,0,0,0,6,7,0,0,7,0,10,17,25,16,28,0,1,1,1,119,49,46,95
HSS129_306,HSS129_Masked_306,Applied Medical Sciences,web,2,96,11,12,11,16,11,0,0,0,11,12,0,0,12,0,17,32,29,22,21,1,1,1,0,159,50,46,96
HSS129_307,HSS129_Masked_307,Engineering,"web, ws",12,103,12,29,17,27,12,3,0,12,26,15,0,0,14,8,8,33,28,22,18,1,6,23,1,215,46,40,86
HSS129_308,HSS129_Masked_308,Pharmacy,web,1,60,13,19,17,7,13,0,0,9,11,6,0,0,18,0,6,16,13,29,19,0,1,2,0,130,50,48,98
HSS129_309,HSS129_Masked_309,Pharmacy,web,3,78,10,10,10,0,10,0,0,0,13,8,0,0,8,0,11,19,25,24,3,5,4,1,0,121,49,46,95
HSS129_310,HSS129_Masked_310,Agriculture,web,1,54,12,12,12,3,12,0,0,0,7,6,0,0,16,0,7,15,16,16,20,0,0,2,1,106,50,48,98
HSS129_311,HSS129_Masked_311,Veterinary Medicine,"web, ws",1,61,12,16,14,2,12,0,0,6,9,7,0,0,16,0,8,23,16,17,14,0,0,2,0,118,50,50,100
HSS129_312,HSS129_Masked_312,Applied Medical Sciences,web,1,50,12,18,16,3,13,0,0,6,8,7,0,0,17,0,8,18,16,19,12,1,1,0,0,113,48,48,96
HSS129_313,HSS129_Masked_313,Applied Medical Sciences,web,2,22,11,12,12,15,11,0,0,1,6,6,1,0,9,0,7,18,13,13,7,0,2,2,0,85,50,46,96
HSS129_314,HSS129_Masked_314,Pharmacy,web,8,57,9,16,17,3,10,0,0,1,16,8,1,1,16,0,6,9,17,21,19,1,0,3,1,120,50,48,98
